0	8.820000
1	6.460000
2	16.960000
3	13.540000
4	10.580000
5	25.040000
6	16.940000
7	9.980000
8	17.460000
9	17.780000
10	18.760000
11	6.240000
12	14.220000
13	20.020000
14	17.000000
15	21.940000
16	24.760000
17	21.640000
18	10.720000
19	14.920000
20	12.880000
21	12.000000
22	13.840000
23	9.400000
24	17.400000
25	20.780000
26	17.700000
27	17.120000
28	9.720000
29	9.560000
30	27.940000
31	18.000000
32	22.480000
33	16.400000
34	12.920000
35	14.620000
36	13.540000
37	5.880000
38	12.640000
39	15.520000
40	10.660000
41	28.100000
42	16.280000
43	22.320000
44	6.180000
45	19.480000
46	23.240000
47	17.740000
48	18.780000
49	10.380000
50	3.880000
51	15.340000
52	12.120000
53	3.420000
54	0.780000
55	4.340000
56	25.480000
57	10.320000
58	12.140000
59	8.660000
60	15.720000
61	11.040000
62	18.680000
63	16.940000
64	17.580000
65	21.580000
66	12.260000
67	20.100000
68	11.020000
69	13.840000
70	10.240000
71	12.380000
72	18.340000
73	10.800000
74	10.220000
75	9.600000
76	15.680000
77	18.040000
78	3.160000
79	9.960000
80	17.500000
81	25.620000
82	2.840000
83	0.920000
84	7.760000
85	23.580000
86	7.760000
87	21.380000
88	12.160000
89	19.900000
90	8.900000
91	5.040000
92	7.500000
93	16.100000
94	9.540000
95	15.820000
96	21.600000
97	8.700000
98	29.820000
99	31.400000
100	20.340000
101	16.700000
102	10.280000
103	1.960000
104	15.500000
105	14.260000
106	10.360000
107	8.980000
108	14.360000
109	9.080000
110	4.740000
111	14.680000
112	9.160000
113	6.760000
114	15.460000
115	20.640000
116	8.820000
117	13.460000
118	30.300000
119	12.820000
120	8.100000
121	15.200000
122	5.540000
123	16.820000
124	24.200000
125	12.340000
126	11.680000
127	6.500000
128	6.780000
129	10.280000
130	6.320000
131	14.260000
132	5.500000
133	11.420000
134	19.140000
135	11.980000
136	18.560000
137	15.400000
138	18.180000
139	8.640000
140	12.320000
141	4.280000
142	8.360000
143	8.500000
144	20.880000
145	23.700000
146	10.380000
147	9.460000
148	7.980000
149	23.700000
150	9.180000
151	3.120000
152	17.540000
153	12.020000
154	2.500000
155	23.620000
156	19.560000
157	8.100000
158	20.560000
159	18.220000
160	8.620000
161	0.540000
162	11.340000
163	10.800000
164	12.120000
165	7.180000
166	13.800000
167	13.600000
168	5.600000
169	31.220000
170	16.560000
171	14.880000
172	1.660000
173	8.580000
174	14.100000
175	20.200000
176	9.760000
177	2.240000
178	12.680000
179	5.720000
180	10.040000
181	10.540000
182	16.760000
